 TITLE="CAVITY FLOW"
 VARIABLES=X,Y,U,V,P,STREAM,VORTICITY
 ZONE T="CAVITY FLOW", I=          41  , J=          41  F=POINT
  0.1219512E-01   0.1219512E-01   0.0000000E+00   0.0000000E+00   0.1265043E-01   0.0000000E+00   0.0000000E+00
  0.3658537E-01   0.1219512E-01  -0.1025384E-03   0.0000000E+00   0.1265043E-01   0.0000000E+00   0.0000000E+00
  0.6097561E-01   0.1219512E-01  -0.1483973E-03   0.0000000E+00   0.1252069E-01   0.0000000E+00   0.0000000E+00
  0.8536585E-01   0.1219512E-01  -0.4091269E-04   0.0000000E+00   0.1222532E-01   0.0000000E+00   0.0000000E+00
  0.1097561E+00   0.1219512E-01   0.2362064E-03   0.0000000E+00   0.1184232E-01   0.0000000E+00   0.0000000E+00
  0.1341463E+00   0.1219512E-01   0.6660369E-03   0.0000000E+00   0.1143829E-01   0.0000000E+00   0.0000000E+00
  0.1585366E+00   0.1219512E-01   0.1220430E-02   0.0000000E+00   0.1106110E-01   0.0000000E+00   0.0000000E+00
  0.1829268E+00   0.1219512E-01   0.1869574E-02   0.0000000E+00   0.1074230E-01   0.0000000E+00   0.0000000E+00
  0.2073171E+00   0.1219512E-01   0.2585804E-02   0.0000000E+00   0.1050141E-01   0.0000000E+00   0.0000000E+00
  0.2317073E+00   0.1219512E-01   0.3344729E-02   0.0000000E+00   0.1034980E-01   0.0000000E+00   0.0000000E+00
  0.2560976E+00   0.1219512E-01   0.4125109E-02   0.0000000E+00   0.1029370E-01   0.0000000E+00   0.0000000E+00
  0.2804878E+00   0.1219512E-01   0.4908195E-02   0.0000000E+00   0.1033631E-01   0.0000000E+00   0.0000000E+00
  0.3048780E+00   0.1219512E-01   0.5676897E-02   0.0000000E+00   0.1047903E-01   0.0000000E+00   0.0000000E+00
  0.3292683E+00   0.1219512E-01   0.6415006E-02   0.0000000E+00   0.1072213E-01   0.0000000E+00   0.0000000E+00
  0.3536585E+00   0.1219512E-01   0.7106593E-02   0.0000000E+00   0.1106483E-01   0.0000000E+00   0.0000000E+00
  0.3780488E+00   0.1219512E-01   0.7735665E-02   0.0000000E+00   0.1150507E-01   0.0000000E+00   0.0000000E+00
  0.4024390E+00   0.1219512E-01   0.8286089E-02   0.0000000E+00   0.1203904E-01   0.0000000E+00   0.0000000E+00
  0.4268293E+00   0.1219512E-01   0.8741804E-02   0.0000000E+00   0.1266061E-01   0.0000000E+00   0.0000000E+00
  0.4512195E+00   0.1219512E-01   0.9087294E-02   0.0000000E+00   0.1336073E-01   0.0000000E+00   0.0000000E+00
  0.4756098E+00   0.1219512E-01   0.9308283E-02   0.0000000E+00   0.1412699E-01   0.0000000E+00   0.0000000E+00
  0.5000000E+00   0.1219512E-01   0.9392593E-02   0.0000000E+00   0.1494328E-01   0.0000000E+00   0.0000000E+00
  0.5243902E+00   0.1219512E-01   0.9331114E-02   0.0000000E+00   0.1578983E-01   0.0000000E+00   0.0000000E+00
  0.5487805E+00   0.1219512E-01   0.9118779E-02   0.0000000E+00   0.1664347E-01   0.0000000E+00   0.0000000E+00
  0.5731707E+00   0.1219512E-01   0.8755481E-02   0.0000000E+00   0.1747830E-01   0.0000000E+00   0.0000000E+00
  0.5975610E+00   0.1219512E-01   0.8246824E-02   0.0000000E+00   0.1826669E-01   0.0000000E+00   0.0000000E+00
  0.6219512E+00   0.1219512E-01   0.7604600E-02   0.0000000E+00   0.1898066E-01   0.0000000E+00   0.0000000E+00
  0.6463415E+00   0.1219512E-01   0.6846932E-02   0.0000000E+00   0.1959346E-01   0.0000000E+00   0.0000000E+00
  0.6707317E+00   0.1219512E-01   0.5998000E-02   0.0000000E+00   0.2008140E-01   0.0000000E+00   0.0000000E+00
  0.6951220E+00   0.1219512E-01   0.5087335E-02   0.0000000E+00   0.2042558E-01   0.0000000E+00   0.0000000E+00
  0.7195122E+00   0.1219512E-01   0.4148668E-02   0.0000000E+00   0.2061363E-01   0.0000000E+00   0.0000000E+00
  0.7439024E+00   0.1219512E-01   0.3218404E-02   0.0000000E+00   0.2064101E-01   0.0000000E+00   0.0000000E+00
  0.7682927E+00   0.1219512E-01   0.2333791E-02   0.0000000E+00   0.2051200E-01   0.0000000E+00   0.0000000E+00
  0.7926829E+00   0.1219512E-01   0.1530897E-02   0.0000000E+00   0.2024020E-01   0.0000000E+00   0.0000000E+00
  0.8170732E+00   0.1219512E-01   0.8425005E-03   0.0000000E+00   0.1984840E-01   0.0000000E+00   0.0000000E+00
  0.8414634E+00   0.1219512E-01   0.2959363E-03   0.0000000E+00   0.1936814E-01   0.0000000E+00   0.0000000E+00
  0.8658537E+00   0.1219512E-01  -0.8919891E-04   0.0000000E+00   0.1883884E-01   0.0000000E+00   0.0000000E+00
  0.8902439E+00   0.1219512E-01  -0.3038604E-03   0.0000000E+00   0.1830662E-01   0.0000000E+00   0.0000000E+00
  0.9146341E+00   0.1219512E-01  -0.3538377E-03   0.0000000E+00   0.1782288E-01   0.0000000E+00   0.0000000E+00
  0.9390244E+00   0.1219512E-01  -0.2674074E-03   0.0000000E+00   0.1744159E-01   0.0000000E+00   0.0000000E+00
  0.9634146E+00   0.1219512E-01  -0.1092217E-03   0.0000000E+00   0.1721274E-01   0.0000000E+00   0.0000000E+00
  0.9878049E+00   0.1219512E-01   0.0000000E+00   0.0000000E+00   0.1716424E-01   0.0000000E+00   0.0000000E+00
  0.1219512E-01   0.3658537E-01   0.0000000E+00   0.1025384E-03   0.1265043E-01   0.0000000E+00   0.0000000E+00
  0.3658537E-01   0.3658537E-01   0.1025384E-03  -0.1025384E-03   0.1265043E-01   0.2500935E-05   0.0000000E+00
  0.6097561E-01   0.3658537E-01   0.1483973E-03  -0.4585897E-04   0.1252069E-01   0.3619447E-05  -0.8408145E-02
  0.8536585E-01   0.3658537E-01   0.4091269E-04   0.1074846E-03   0.1222532E-01   0.9978706E-06  -0.1216858E-01
  0.1097561E+00   0.3658537E-01  -0.2362064E-03   0.2771191E-03   0.1184232E-01  -0.5761133E-05  -0.3354841E-02
  0.1341463E+00   0.3658537E-01  -0.6660369E-03   0.4298305E-03   0.1143829E-01  -0.1624480E-04   0.1936893E-01
  0.1585366E+00   0.3658537E-01  -0.1220430E-02   0.5543928E-03   0.1106110E-01  -0.2976658E-04   0.5461503E-01
  0.1829268E+00   0.3658537E-01  -0.1869574E-02   0.6491444E-03   0.1074230E-01  -0.4559937E-04   0.1000752E+00
  0.2073171E+00   0.3658537E-01  -0.2585804E-02   0.7162303E-03   0.1050141E-01  -0.6306840E-04   0.1533051E+00
  0.2317073E+00   0.3658537E-01  -0.3344729E-02   0.7589243E-03   0.1034980E-01  -0.8157875E-04   0.2120360E+00
  0.2560976E+00   0.3658537E-01  -0.4125109E-02   0.7803800E-03   0.1029370E-01  -0.1006124E-03   0.2742678E+00
  0.2804878E+00   0.3658537E-01  -0.4908195E-02   0.7830864E-03   0.1033631E-01  -0.1197121E-03   0.3382589E+00
  0.3048780E+00   0.3658537E-01  -0.5676897E-02   0.7687022E-03   0.1047903E-01  -0.1384609E-03   0.4024720E+00
  0.3292683E+00   0.3658537E-01  -0.6415006E-02   0.7381085E-03   0.1072213E-01  -0.1564636E-03   0.4655056E+00
  0.3536585E+00   0.3658537E-01  -0.7106593E-02   0.6915876E-03   0.1106483E-01  -0.1733315E-03   0.5260305E+00
  0.3780488E+00   0.3658537E-01  -0.7735665E-02   0.6290720E-03   0.1150507E-01  -0.1886748E-03   0.5827407E+00
  0.4024390E+00   0.3658537E-01  -0.8286089E-02   0.5504235E-03   0.1203904E-01  -0.2020997E-03   0.6343246E+00
  0.4268293E+00   0.3658537E-01  -0.8741804E-02   0.4557149E-03   0.1266061E-01  -0.2132147E-03   0.6794593E+00
  0.4512195E+00   0.3658537E-01  -0.9087294E-02   0.3454905E-03   0.1336073E-01  -0.2216413E-03   0.7168279E+00
  0.4756098E+00   0.3658537E-01  -0.9308283E-02   0.2209886E-03   0.1412699E-01  -0.2270313E-03   0.7451581E+00
  0.5000000E+00   0.3658537E-01  -0.9392593E-02   0.8431058E-04   0.1494328E-01  -0.2290876E-03   0.7632792E+00
  0.5243902E+00   0.3658537E-01  -0.9331114E-02  -0.6147907E-04   0.1578983E-01  -0.2275882E-03   0.7701927E+00
  0.5487805E+00   0.3658537E-01  -0.9118779E-02  -0.2123357E-03   0.1664347E-01  -0.2224092E-03   0.7651514E+00
  0.5731707E+00   0.3658537E-01  -0.8755481E-02  -0.3632974E-03   0.1747830E-01  -0.2135483E-03   0.7477399E+00
  0.5975610E+00   0.3658537E-01  -0.8246824E-02  -0.5086571E-03   0.1826669E-01  -0.2011421E-03   0.7179495E+00
  0.6219512E+00   0.3658537E-01  -0.7604600E-02  -0.6422239E-03   0.1898066E-01  -0.1854781E-03   0.6762396E+00
  0.6463415E+00   0.3658537E-01  -0.6846932E-02  -0.7576684E-03   0.1959346E-01  -0.1669983E-03   0.6235772E+00
  0.6707317E+00   0.3658537E-01  -0.5998000E-02  -0.8489317E-03   0.2008140E-01  -0.1462927E-03   0.5614484E+00
  0.6951220E+00   0.3658537E-01  -0.5087335E-02  -0.9106656E-03   0.2042558E-01  -0.1240813E-03   0.4918360E+00
  0.7195122E+00   0.3658537E-01  -0.4148668E-02  -0.9386671E-03   0.2061363E-01  -0.1011870E-03   0.4171614E+00
  0.7439024E+00   0.3658537E-01  -0.3218404E-02  -0.9302638E-03   0.2064101E-01  -0.7849765E-04   0.3401907E+00
  0.7682927E+00   0.3658537E-01  -0.2333791E-02  -0.8846131E-03   0.2051200E-01  -0.5692172E-04   0.2639091E+00
  0.7926829E+00   0.3658537E-01  -0.1530897E-02  -0.8028940E-03   0.2024020E-01  -0.3733894E-04   0.1913708E+00
